t,s,h,p_you,p_opp,WinProb,BestAction
0,46,0,0,1,1.0,TERM
0,46,0,1,0,1.0,TERM
0,46,0,1,1,1.0,TERM
0,46,1,0,0,1.0,TERM
0,46,1,0,1,1.0,TERM
0,46,1,1,0,1.0,TERM
0,46,1,1,1,1.0,TERM
0,47,0,0,0,1.0,TERM
0,47,0,0,1,1.0,TERM
0,47,0,1,0,1.0,TERM
0,47,0,1,1,1.0,TERM
0,47,1,0,0,1.0,TERM
0,47,1,0,1,1.0,TERM
0,47,1,1,0,1.0,TERM
0,47,1,1,1,1.0,TERM
0,48,0,0,0,1.0,TERM
0,48,0,0,1,1.0,TERM
0,48,0,1,0,1.0,TERM
0,48,0,1,1,1.0,TERM
0,48,1,0,0,1.0,TERM
0,48,1,0,1,1.0,TERM
0,48,1,1,0,1.0,TERM
0,48,1,1,1,1.0,TERM
1,-48,0,0,0,0.0,NP
1,-48,0,0,1,0.0,NP
1,-48,0,1,0,0.0,NP
1,-48,0,1,1,0.0,NP
1,-48,1,0,0,0.0,NP
1,-48,1,0,1,0.0,NP
1,-48,1,1,0,0.0,NP
1,-48,1,1,1,0.0,NP
1,-47,0,0,0,0.0,NP
1,-47,0,0,1,0.0,NP
1,-47,0,1,0,0.0,NP
1,-47,0,1,1,0.0,NP
1,-47,1,0,0,0.0,NP
1,-47,1,0,1,0.0,NP
1,-47,1,1,0,0.0,NP
1,-47,1,1,1,0.0,NP
1,-46,0,0,0,0.0,NP
1,-46,0,0,1,0.0,NP
1,-46,0,1,0,0.0,NP
1,-46,0,1,1,0.0,NP
1,-46,1,0,0,0.0,NP
1,-46,1,0,1,0.0,NP
1,-46,1,1,0,0.0,NP
1,-46,1,1,1,0.0,NP
1,-45,0,0,0,0.0,NP
1,-45,0,0,1,0.0,NP
1,-45,0,1,0,0.0,NP
1,-45,0,1,1,0.0,NP
1,-45,1,0,0,0.0,NP
1,-45,1,0,1,0.0,NP
1,-45,1,1,0,0.0,NP
1,-45,1,1,1,0.0,NP
1,-44,0,0,0,0.0,NP
1,-44,0,0,1,0.0,NP
1,-44,0,1,0,0.0,NP
1,-44,0,1,1,0.0,NP
1,-44,1,0,0,0.0,NP
1,-44,1,0,1,0.0,NP
1,-44,1,1,0,0.0,NP
1,-44,1,1,1,0.0,NP
1,-43,0,0,0,0.0,NP
1,-43,0,0,1,0.0,NP
1,-43,0,1,0,0.0,NP
1,-43,0,1,1,0.0,NP
1,-43,1,0,0,0.0,NP
1,-43,1,0,1,0.0,NP
1,-43,1,1,0,0.0,NP
1,-43,1,1,1,0.0,NP
1,-42,0,0,0,0.0,NP
1,-42,0,0,1,0.0,NP
1,-42,0,1,0,0.0,NP
1,-42,0,1,1,0.0,NP
1,-42,1,0,0,0.0,NP
1,-42,1,0,1,0.0,NP
1,-42,1,1,0,0.0,NP
1,-42,1,1,1,0.0,NP
1,-41,0,0,0,0.0,NP
1,-41,0,0,1,0.0,NP
1,-41,0,1,0,0.0,NP
1,-41,0,1,1,0.0,NP
1,-41,1,0,0,0.0,NP
1,-41,1,0,1,0.0,NP
1,-41,1,1,0,0.0,NP
1,-41,1,1,1,0.0,NP
1,-40,0,0,0,0.0,NP
1,-40,0,0,1,0.0,NP
1,-40,0,1,0,0.0,NP
1,-40,0,1,1,0.0,NP
1,-40,1,0,0,0.0,NP
1,-40,1,0,1,0.0,NP
1,-40,1,1,0,0.0,NP
1,-40,1,1,1,0.0,NP
1,-39,0,0,0,0.0,NP
1,-39,0,0,1,0.0,NP
1,-39,0,1,0,0.0,NP
1,-39,0,1,1,0.0,NP
1,-39,1,0,0,0.0,NP
1,-39,1,0,1,0.0,NP
1,-39,1,1,0,0.0,NP
1,-39,1,1,1,0.0,NP
1,-38,0,0,0,0.0,NP
1,-38,0,0,1,0.0,NP
1,-38,0,1,0,0.0,NP
1,-38,0,1,1,0.0,NP
1,-38,1,0,0,0.0,NP
1,-38,1,0,1,0.0,NP
1,-38,1,1,0,0.0,NP
1,-38,1,1,1,0.0,NP
1,-37,0,0,0,0.0,NP
1,-37,0,0,1,0.0,NP
1,-37,0,1,0,0.0,NP
1,-37,0,1,1,0.0,NP
1,-37,1,0,0,0.0,NP
1,-37,1,0,1,0.0,NP
1,-37,1,1,0,0.0,NP
1,-37,1,1,1,0.0,NP
1,-36,0,0,0,0.0,NP
1,-36,0,0,1,0.0,NP
1,-36,0,1,0,0.0,NP
1,-36,0,1,1,0.0,NP
1,-36,1,0,0,0.0,NP
1,-36,1,0,1,0.0,NP
1,-36,1,1,0,0.0,NP
1,-36,1,1,1,0.0,NP
1,-35,0,0,0,0.0,NP
1,-35,0,0,1,0.0,NP
1,-35,0,1,0,0.0,NP
1,-35,0,1,1,0.0,NP
1,-35,1,0,0,0.0,NP
1,-35,1,0,1,0.0,NP
1,-35,1,1,0,0.0,NP
1,-35,1,1,1,0.0,NP
1,-34,0,0,0,0.0,NP
1,-34,0,0,1,0.0,NP
1,-34,0,1,0,0.0,NP
1,-34,0,1,1,0.0,NP
1,-34,1,0,0,0.0,NP
1,-34,1,0,1,0.0,NP
1,-34,1,1,0,0.0,NP
1,-34,1,1,1,0.0,NP
1,-33,0,0,0,0.0,NP
1,-33,0,0,1,0.0,NP
1,-33,0,1,0,0.0,NP
1,-33,0,1,1,0.0,NP
1,-33,1,0,0,0.0,NP
1,-33,1,0,1,0.0,NP
1,-33,1,1,0,0.0,NP
1,-33,1,1,1,0.0,NP
1,-32,0,0,0,0.0,NP
1,-32,0,0,1,0.0,NP
1,-32,0,1,0,0.0,NP
1,-32,0,1,1,0.0,NP
1,-32,1,0,0,0.0,NP
1,-32,1,0,1,0.0,NP
1,-32,1,1,0,0.0,NP
1,-32,1,1,1,0.0,NP
1,-31,0,0,0,0.0,NP
1,-31,0,0,1,0.0,NP
1,-31,0,1,0,0.0,NP
1,-31,0,1,1,0.0,NP
1,-31,1,0,0,0.0,NP
1,-31,1,0,1,0.0,NP
1,-31,1,1,0,0.0,NP
1,-31,1,1,1,0.0,NP
1,-30,0,0,0,0.0,NP
1,-30,0,0,1,0.0,NP
1,-30,0,1,0,0.0,NP
1,-30,0,1,1,0.0,NP
1,-30,1,0,0,0.0,NP
1,-30,1,0,1,0.0,NP
1,-30,1,1,0,0.0,NP
1,-30,1,1,1,0.0,NP
1,-29,0,0,0,0.0,NP
1,-29,0,0,1,0.0,NP
1,-29,0,1,0,0.0,NP
1,-29,0,1,1,0.0,NP
1,-29,1,0,0,0.0,NP
1,-29,1,0,1,0.0,NP
1,-29,1,1,0,0.0,NP
1,-29,1,1,1,0.0,NP
1,-28,0,0,0,0.0,NP
1,-28,0,0,1,0.0,NP
1,-28,0,1,0,0.0,NP
1,-28,0,1,1,0.0,NP
1,-28,1,0,0,0.0,NP
1,-28,1,0,1,0.0,NP
1,-28,1,1,0,0.0,NP
1,-28,1,1,1,0.0,NP
1,-27,0,0,0,0.0,NP
1,-27,0,0,1,0.0,NP
1,-27,0,1,0,0.0,NP
1,-27,0,1,1,0.0,NP
1,-27,1,0,0,0.0,NP
1,-27,1,0,1,0.0,NP
1,-27,1,1,0,0.0,NP
1,-27,1,1,1,0.0,NP
1,-26,0,0,0,0.0,NP
1,-26,0,0,1,0.0,NP
1,-26,0,1,0,0.0,NP
1,-26,0,1,1,0.0,NP
1,-26,1,0,0,0.0,NP
1,-26,1,0,1,0.0,NP
1,-26,1,1,0,0.0,NP
1,-26,1,1,1,0.0,NP
1,-25,0,0,0,0.0,NP
1,-25,0,0,1,0.0,NP
1,-25,0,1,0,0.0,NP
1,-25,0,1,1,0.0,NP
1,-25,1,0,0,0.0,NP
1,-25,1,0,1,0.0,NP
1,-25,1,1,0,0.0,NP
1,-25,1,1,1,0.0,NP
1,-24,0,0,0,0.0,NP
1,-24,0,0,1,0.0,NP
1,-24,0,1,0,0.0,NP
1,-24,0,1,1,0.0,NP
1,-24,1,0,0,0.0,NP
1,-24,1,0,1,0.0,NP
1,-24,1,1,0,0.0,NP
1,-24,1,1,1,0.0,NP
1,-23,0,0,0,0.0,NP
1,-23,0,0,1,0.0,NP
1,-23,0,1,0,0.0,NP
1,-23,0,1,1,0.0,NP
1,-23,1,0,0,0.0,NP
1,-23,1,0,1,0.0,NP
1,-23,1,1,0,0.0,NP
1,-23,1,1,1,0.0,NP
1,-22,0,0,0,0.0,NP
1,-22,0,0,1,0.0,NP
1,-22,0,1,0,0.0,NP
1,-22,0,1,1,0.0,NP
1,-22,1,0,0,0.0,NP
1,-22,1,0,1,0.0,NP
1,-22,1,1,0,0.0,NP
1,-22,1,1,1,0.0,NP
1,-21,0,0,0,0.0,NP
1,-21,0,0,1,0.0,NP
1,-21,0,1,0,0.0,NP
1,-21,0,1,1,0.0,NP
1,-21,1,0,0,0.0,NP
1,-21,1,0,1,0.0,NP
1,-21,1,1,0,0.0,NP
1,-21,1,1,1,0.0,NP
1,-20,0,0,0,0.0,NP
1,-20,0,0,1,0.0,NP
1,-20,0,1,0,0.0,NP
1,-20,0,1,1,0.0,NP
1,-20,1,0,0,0.0,NP
1,-20,1,0,1,0.0,NP
1,-20,1,1,0,0.0,NP
1,-20,1,1,1,0.0,NP
1,-19,0,0,0,0.0,NP
1,-19,0,0,1,0.0,NP
1,-19,0,1,0,0.0,NP
1,-19,0,1,1,0.0,NP
1,-19,1,0,0,0.0,NP
1,-19,1,0,1,0.0,NP
1,-19,1,1,0,0.0,NP
1,-19,1,1,1,0.0,NP
1,-18,0,0,0,0.0,NP
1,-18,0,0,1,0.0,NP
1,-18,0,1,0,0.0,NP
1,-18,0,1,1,0.0,NP
1,-18,1,0,0,0.0,NP
1,-18,1,0,1,0.0,NP
1,-18,1,1,0,0.0,NP
1,-18,1,1,1,0.0,NP
1,-17,0,0,0,0.0,NP
1,-17,0,0,1,0.0,NP
1,-17,0,1,0,0.0,NP
1,-17,0,1,1,0.0,NP
1,-17,1,0,0,0.0,NP
1,-17,1,0,1,0.0,NP
1,-17,1,1,0,0.0,NP
1,-17,1,1,1,0.0,NP
1,-16,0,0,0,0.0,NP
1,-16,0,0,1,0.0,NP
1,-16,0,1,0,0.0,NP
1,-16,0,1,1,0.0,NP
1,-16,1,0,0,0.0,NP
1,-16,1,0,1,0.0,NP
1,-16,1,1,0,0.0,NP
1,-16,1,1,1,0.0,NP
1,-15,0,0,0,0.0,NP
1,-15,0,0,1,0.0,NP
1,-15,0,1,0,0.0,NP
1,-15,0,1,1,0.0,NP
1,-15,1,0,0,0.0,NP
1,-15,1,0,1,0.0,NP
1,-15,1,1,0,0.0,NP
1,-15,1,1,1,0.0,NP
1,-14,0,0,0,0.0,NP
1,-14,0,0,1,0.0,NP
1,-14,0,1,0,0.0,NP
1,-14,0,1,1,0.0,NP
1,-14,1,0,0,0.0,NP
1,-14,1,0,1,0.0,NP
1,-14,1,1,0,0.0,NP
1,-14,1,1,1,0.0,NP
1,-13,0,0,0,0.0,NP
1,-13,0,0,1,0.0,NP
1,-13,0,1,0,0.0,NP
1,-13,0,1,1,0.0,NP
1,-13,1,0,0,0.0,NP
1,-13,1,0,1,0.0,NP
1,-13,1,1,0,0.0,NP
1,-13,1,1,1,0.0,NP
1,-12,0,0,0,0.0,NP
1,-12,0,0,1,0.0,NP
1,-12,0,1,0,0.0,NP
1,-12,0,1,1,0.0,NP
1,-12,1,0,0,0.0,NP
1,-12,1,0,1,0.0,NP
1,-12,1,1,0,0.0,NP
1,-12,1,1,1,0.0,NP
1,-11,0,0,0,0.0,NP
1,-11,0,0,1,0.0,NP
1,-11,0,1,0,0.0,NP
1,-11,0,1,1,0.0,NP
1,-11,1,0,0,0.0,NP
1,-11,1,0,1,0.0,NP
1,-11,1,1,0,0.0,NP
1,-11,1,1,1,0.0,NP
1,-10,0,0,0,0.0,NP
1,-10,0,0,1,0.0,NP
1,-10,0,1,0,0.0,NP
1,-10,0,1,1,0.0,NP
1,-10,1,0,0,0.0,NP
1,-10,1,0,1,0.0,NP
1,-10,1,1,0,0.0,NP
1,-10,1,1,1,0.0,NP
1,-9,0,0,0,0.0,NP
1,-9,0,0,1,0.0,NP
1,-9,0,1,0,0.0,NP
1,-9,0,1,1,0.0,NP
1,-9,1,0,0,0.0,NP
1,-9,1,0,1,0.0,NP
1,-9,1,1,0,0.0,NP
1,-9,1,1,1,0.0,NP
1,-8,0,0,0,0.0,NP
1,-8,0,0,1,0.0,NP
1,-8,0,1,0,0.0,NP
1,-8,0,1,1,0.0,NP
1,-8,1,0,0,0.0,NP
1,-8,1,0,1,0.0,NP
1,-8,1,1,0,0.0,NP
1,-8,1,1,1,0.0,NP
1,-7,0,0,0,0.0,NP
1,-7,0,0,1,0.0,NP
1,-7,0,1,0,0.0,NP
1,-7,0,1,1,0.0,NP
1,-7,1,0,0,0.0,NP
1,-7,1,0,1,0.0,NP
1,-7,1,1,0,0.0,NP
1,-7,1,1,1,0.0,NP
1,-6,0,0,0,0.0,NP
1,-6,0,0,1,0.0,NP
1,-6,0,1,0,0.0,NP
1,-6,0,1,1,0.0,NP
1,-6,1,0,0,0.0,NP
1,-6,1,0,1,0.0,NP
1,-6,1,1,0,0.002,PP
1,-6,1,1,1,0.002,PP
1,-5,0,0,0,0.0,NP
1,-5,0,0,1,0.0,PP
1,-5,0,1,0,0.0,NP
1,-5,0,1,1,0.0,PP
1,-5,1,0,0,0.004,NP
1,-5,1,0,1,0.004,NP
1,-5,1,1,0,0.009,PP
1,-5,1,1,1,0.009,PP
1,-4,0,0,0,0.002,NP
1,-4,0,0,1,0.002,PP
1,-4,0,1,0,0.002,NP
1,-4,0,1,1,0.002,PP
1,-4,1,0,0,0.024,NP
1,-4,1,0,1,0.024,NP
1,-4,1,1,0,0.028,PP
1,-4,1,1,1,0.028,PP
1,-3,0,0,0,0.015,NP
1,-3,0,0,1,0.01,PP
1,-3,0,1,0,0.015,NP
1,-3,0,1,1,0.01,PP
1,-3,1,0,0,0.082,NP
1,-3,1,0,1,0.082,NP
1,-3,1,1,0,0.119,PP
1,-3,1,1,1,0.119,PP
1,-2,0,0,0,0.061,NP
1,-2,0,0,1,0.043,PP
1,-2,0,1,0,0.061,NP
1,-2,0,1,1,0.043,PP
1,-2,1,0,0,0.221,NP
1,-2,1,0,1,0.221,NP
1,-2,1,1,0,0.328,PP
1,-2,1,1,1,0.328,PP
1,-1,0,0,0,0.208,NP
1,-1,0,0,1,0.137,PP
1,-1,0,1,0,0.208,NP
1,-1,0,1,1,0.137,PP
1,-1,1,0,0,0.498,NP
1,-1,1,0,1,0.498,NP
1,-1,1,1,0,0.625,PP
1,-1,1,1,1,0.625,PP
1,0,0,0,0,0.322,NP
1,0,0,0,1,0.208,PP
1,0,0,1,0,0.322,NP
1,0,0,1,1,0.208,PP
1,0,1,0,0,0.678,NP
1,0,1,0,1,0.678,NP
1,0,1,1,0,0.792,PP
1,0,1,1,1,0.792,PP
1,1,0,0,0,0.502,NP
1,1,0,0,1,0.375,PP
1,1,0,1,0,0.502,NP
1,1,0,1,1,0.375,PP
1,1,1,0,0,0.792,NP
1,1,1,0,1,0.792,NP
1,1,1,1,0,0.863,PP
1,1,1,1,1,0.863,PP
1,2,0,0,0,0.779,NP
1,2,0,0,1,0.672,PP
1,2,0,1,0,0.779,NP
1,2,0,1,1,0.672,PP
1,2,1,0,0,0.939,NP
1,2,1,0,1,0.939,NP
1,2,1,1,0,0.957,PP
1,2,1,1,1,0.957,PP
1,3,0,0,0,0.918,NP
1,3,0,0,1,0.881,PP
1,3,0,1,0,0.918,NP
1,3,0,1,1,0.881,PP
1,3,1,0,0,0.985,NP
1,3,1,0,1,0.985,NP
1,3,1,1,0,0.99,PP
1,3,1,1,1,0.99,PP
1,4,0,0,0,0.976,NP
1,4,0,0,1,0.972,PP
1,4,0,1,0,0.976,NP
1,4,0,1,1,0.972,PP
1,4,1,0,0,0.998,NP
1,4,1,0,1,0.998,NP
1,4,1,1,0,0.998,PP
1,4,1,1,1,0.998,PP
1,5,0,0,0,0.996,NP
1,5,0,0,1,0.991,PP
1,5,0,1,0,0.996,NP
1,5,0,1,1,0.991,PP
1,5,1,0,0,1.0,NP
1,5,1,0,1,1.0,NP
1,5,1,1,0,1.0,PP
1,5,1,1,1,1.0,PP
1,6,0,0,0,1.0,NP
1,6,0,0,1,0.998,PP
1,6,0,1,0,1.0,NP
1,6,0,1,1,0.998,PP
1,6,1,0,0,1.0,NP
1,6,1,0,1,1.0,NP
1,6,1,1,0,1.0,NP
1,6,1,1,1,1.0,NP
1,7,0,0,0,1.0,NP
1,7,0,0,1,1.0,NP
1,7,0,1,0,1.0,NP
1,7,0,1,1,1.0,NP
1,7,1,0,0,1.0,NP
1,7,1,0,1,1.0,NP
1,7,1,1,0,1.0,NP
1,7,1,1,1,1.0,NP
1,8,0,0,0,1.0,NP
1,8,0,0,1,1.0,NP
1,8,0,1,0,1.0,NP
1,8,0,1,1,1.0,NP
1,8,1,0,0,1.0,NP
1,8,1,0,1,1.0,NP
1,8,1,1,0,1.0,NP
1,8,1,1,1,1.0,NP
1,9,0,0,0,1.0,NP
1,9,0,0,1,1.0,NP
1,9,0,1,0,1.0,NP
1,9,0,1,1,1.0,NP
1,9,1,0,0,1.0,NP
1,9,1,0,1,1.0,NP
1,9,1,1,0,1.0,NP
1,9,1,1,1,1.0,NP
1,10,0,0,0,1.0,NP
1,10,0,0,1,1.0,NP
1,10,0,1,0,1.0,NP
1,10,0,1,1,1.0,NP
1,10,1,0,0,1.0,NP
1,10,1,0,1,1.0,NP
1,10,1,1,0,1.0,NP
1,10,1,1,1,1.0,NP
1,11,0,0,0,1.0,NP
1,11,0,0,1,1.0,NP
1,11,0,1,0,1.0,NP
1,11,0,1,1,1.0,NP
1,11,1,0,0,1.0,NP
1,11,1,0,1,1.0,NP
1,11,1,1,0,1.0,NP
1,11,1,1,1,1.0,NP
1,12,0,0,0,1.0,NP
1,12,0,0,1,1.0,NP
1,12,0,1,0,1.0,NP
1,12,0,1,1,1.0,NP
1,12,1,0,0,1.0,NP
1,12,1,0,1,1.0,NP
1,12,1,1,0,1.0,NP
1,12,1,1,1,1.0,NP
1,13,0,0,0,1.0,NP
1,13,0,0,1,1.0,NP
1,13,0,1,0,1.0,NP
1,13,0,1,1,1.0,NP
1,13,1,0,0,1.0,NP
1,13,1,0,1,1.0,NP
1,13,1,1,0,1.0,NP
1,13,1,1,1,1.0,NP
1,14,0,0,0,1.0,NP
1,14,0,0,1,1.0,NP
1,14,0,1,0,1.0,NP
1,14,0,1,1,1.0,NP
1,14,1,0,0,1.0,NP
1,14,1,0,1,1.0,NP
1,14,1,1,0,1.0,NP
1,14,1,1,1,1.0,NP
1,15,0,0,0,1.0,NP
1,15,0,0,1,1.0,NP
1,15,0,1,0,1.0,NP
1,15,0,1,1,1.0,NP
1,15,1,0,0,1.0,NP
1,15,1,0,1,1.0,NP
1,15,1,1,0,1.0,NP
1,15,1,1,1,1.0,NP
1,16,0,0,0,1.0,NP
1,16,0,0,1,1.0,NP
1,16,0,1,0,1.0,NP
1,16,0,1,1,1.0,NP
1,16,1,0,0,1.0,NP
1,16,1,0,1,1.0,NP
1,16,1,1,0,1.0,NP
1,16,1,1,1,1.0,NP
1,17,0,0,0,1.0,NP
1,17,0,0,1,1.0,NP
1,17,0,1,0,1.0,NP
1,17,0,1,1,1.0,NP
1,17,1,0,0,1.0,NP
1,17,1,0,1,1.0,NP
1,17,1,1,0,1.0,NP
1,17,1,1,1,1.0,NP
1,18,0,0,0,1.0,NP
1,18,0,0,1,1.0,NP
1,18,0,1,0,1.0,NP
1,18,0,1,1,1.0,NP
1,18,1,0,0,1.0,NP
1,18,1,0,1,1.0,NP
1,18,1,1,0,1.0,NP
1,18,1,1,1,1.0,NP
1,19,0,0,0,1.0,NP
1,19,0,0,1,1.0,NP
1,19,0,1,0,1.0,NP
1,19,0,1,1,1.0,NP
1,19,1,0,0,1.0,NP
1,19,1,0,1,1.0,NP
1,19,1,1,0,1.0,NP
1,19,1,1,1,1.0,NP
1,20,0,0,0,1.0,NP
1,20,0,0,1,1.0,NP
1,20,0,1,0,1.0,NP
1,20,0,1,1,1.0,NP
1,20,1,0,0,1.0,NP
1,20,1,0,1,1.0,NP
1,20,1,1,0,1.0,NP
1,20,1,1,1,1.0,NP
1,21,0,0,0,1.0,NP
1,21,0,0,1,1.0,NP
1,21,0,1,0,1.0,NP
1,21,0,1,1,1.0,NP
1,21,1,0,0,1.0,NP
1,21,1,0,1,1.0,NP
1,21,1,1,0,1.0,NP
1,21,1,1,1,1.0,NP
1,22,0,0,0,1.0,NP
1,22,0,0,1,1.0,NP
1,22,0,1,0,1.0,NP
1,22,0,1,1,1.0,NP
1,22,1,0,0,1.0,NP
1,22,1,0,1,1.0,NP
1,22,1,1,0,1.0,NP
1,22,1,1,1,1.0,NP
1,23,0,0,0,1.0,NP
1,23,0,0,1,1.0,NP
1,23,0,1,0,1.0,NP
1,23,0,1,1,1.0,NP
1,23,1,0,0,1.0,NP
1,23,1,0,1,1.0,NP
1,23,1,1,0,1.0,NP
1,23,1,1,1,1.0,NP
1,24,0,0,0,1.0,NP
1,24,0,0,1,1.0,NP
1,24,0,1,0,1.0,NP
1,24,0,1,1,1.0,NP
1,24,1,0,0,1.0,NP
1,24,1,0,1,1.0,NP
1,24,1,1,0,1.0,NP
1,24,1,1,1,1.0,NP
1,25,0,0,0,1.0,NP
1,25,0,0,1,1.0,NP
1,25,0,1,0,1.0,NP
1,25,0,1,1,1.0,NP
1,25,1,0,0,1.0,NP
1,25,1,0,1,1.0,NP
1,25,1,1,0,1.0,NP
1,25,1,1,1,1.0,NP
1,26,0,0,0,1.0,NP
1,26,0,0,1,1.0,NP
1,26,0,1,0,1.0,NP
1,26,0,1,1,1.0,NP
1,26,1,0,0,1.0,NP
1,26,1,0,1,1.0,NP
1,26,1,1,0,1.0,NP
1,26,1,1,1,1.0,NP
1,27,0,0,0,1.0,NP
1,27,0,0,1,1.0,NP
1,27,0,1,0,1.0,NP
1,27,0,1,1,1.0,NP
1,27,1,0,0,1.0,NP
1,27,1,0,1,1.0,NP
1,27,1,1,0,1.0,NP
1,27,1,1,1,1.0,NP
1,28,0,0,0,1.0,NP
1,28,0,0,1,1.0,NP
1,28,0,1,0,1.0,NP
1,28,0,1,1,1.0,NP
1,28,1,0,0,1.0,NP
1,28,1,0,1,1.0,NP
1,28,1,1,0,1.0,NP
1,28,1,1,1,1.0,NP
1,29,0,0,0,1.0,NP
1,29,0,0,1,1.0,NP
1,29,0,1,0,1.0,NP
1,29,0,1,1,1.0,NP
1,29,1,0,0,1.0,NP
1,29,1,0,1,1.0,NP
1,29,1,1,0,1.0,NP
1,29,1,1,1,1.0,NP
1,30,0,0,0,1.0,NP
1,30,0,0,1,1.0,NP
1,30,0,1,0,1.0,NP
1,30,0,1,1,1.0,NP
1,30,1,0,0,1.0,NP
1,30,1,0,1,1.0,NP
1,30,1,1,0,1.0,NP
1,30,1,1,1,1.0,NP
1,31,0,0,0,1.0,NP
1,31,0,0,1,1.0,NP
1,31,0,1,0,1.0,NP
1,31,0,1,1,1.0,NP
1,31,1,0,0,1.0,NP
1,31,1,0,1,1.0,NP
1,31,1,1,0,1.0,NP
1,31,1,1,1,1.0,NP
1,32,0,0,0,1.0,NP
1,32,0,0,1,1.0,NP
1,32,0,1,0,1.0,NP
1,32,0,1,1,1.0,NP
1,32,1,0,0,1.0,NP
1,32,1,0,1,1.0,NP
1,32,1,1,0,1.0,NP
1,32,1,1,1,1.0,NP
1,33,0,0,0,1.0,NP
1,33,0,0,1,1.0,NP
1,33,0,1,0,1.0,NP
1,33,0,1,1,1.0,NP
1,33,1,0,0,1.0,NP
1,33,1,0,1,1.0,NP
1,33,1,1,0,1.0,NP
1,33,1,1,1,1.0,NP
1,34,0,0,0,1.0,NP
1,34,0,0,1,1.0,NP
1,34,0,1,0,1.0,NP
1,34,0,1,1,1.0,NP
1,34,1,0,0,1.0,NP
1,34,1,0,1,1.0,NP
1,34,1,1,0,1.0,NP
1,34,1,1,1,1.0,NP
1,35,0,0,0,1.0,NP
1,35,0,0,1,1.0,NP
1,35,0,1,0,1.0,NP
1,35,0,1,1,1.0,NP
1,35,1,0,0,1.0,NP
1,35,1,0,1,1.0,NP
1,35,1,1,0,1.0,NP
1,35,1,1,1,1.0,NP
1,36,0,0,0,1.0,NP
1,36,0,0,1,1.0,NP
1,36,0,1,0,1.0,NP
1,36,0,1,1,1.0,NP
1,36,1,0,0,1.0,NP
1,36,1,0,1,1.0,NP
1,36,1,1,0,1.0,NP
1,36,1,1,1,1.0,NP
1,37,0,0,0,1.0,NP
1,37,0,0,1,1.0,NP
1,37,0,1,0,1.0,NP
1,37,0,1,1,1.0,NP
1,37,1,0,0,1.0,NP
1,37,1,0,1,1.0,NP
1,37,1,1,0,1.0,NP
1,37,1,1,1,1.0,NP
1,38,0,0,0,1.0,NP
1,38,0,0,1,1.0,NP
1,38,0,1,0,1.0,NP
1,38,0,1,1,1.0,NP
1,38,1,0,0,1.0,NP
1,38,1,0,1,1.0,NP
1,38,1,1,0,1.0,NP
1,38,1,1,1,1.0,NP
1,39,0,0,0,1.0,NP
1,39,0,0,1,1.0,NP
1,39,0,1,0,1.0,NP
1,39,0,1,1,1.0,NP
1,39,1,0,0,1.0,NP
1,39,1,0,1,1.0,NP
1,39,1,1,0,1.0,NP
1,39,1,1,1,1.0,NP
1,40,0,0,0,1.0,NP
1,40,0,0,1,1.0,NP
1,40,0,1,0,1.0,NP
1,40,0,1,1,1.0,NP
1,40,1,0,0,1.0,NP
1,40,1,0,1,1.0,NP
1,40,1,1,0,1.0,NP
1,40,1,1,1,1.0,NP
1,41,0,0,0,1.0,NP
1,41,0,0,1,1.0,NP
1,41,0,1,0,1.0,NP
1,41,0,1,1,1.0,NP
1,41,1,0,0,1.0,NP
1,41,1,0,1,1.0,NP
1,41,1,1,0,1.0,NP
1,41,1,1,1,1.0,NP
1,42,0,0,0,1.0,NP
1,42,0,0,1,1.0,NP
1,42,0,1,0,1.0,NP
1,42,0,1,1,1.0,NP
1,42,1,0,0,1.0,NP
1,42,1,0,1,1.0,NP
1,42,1,1,0,1.0,NP
1,42,1,1,1,1.0,NP
1,43,0,0,0,1.0,NP
1,43,0,0,1,1.0,NP
1,43,0,1,0,1.0,NP
1,43,0,1,1,1.0,NP
1,43,1,0,0,1.0,NP
1,43,1,0,1,1.0,NP
1,43,1,1,0,1.0,NP
1,43,1,1,1,1.0,NP
1,44,0,0,0,1.0,NP
1,44,0,0,1,1.0,NP
1,44,0,1,0,1.0,NP
1,44,0,1,1,1.0,NP
1,44,1,0,0,1.0,NP
1,44,1,0,1,1.0,NP
1,44,1,1,0,1.0,NP
1,44,1,1,1,1.0,NP
1,45,0,0,0,1.0,NP
1,45,0,0,1,1.0,NP
1,45,0,1,0,1.0,NP
1,45,0,1,1,1.0,NP
1,45,1,0,0,1.0,NP
1,45,1,0,1,1.0,NP
1,45,1,1,0,1.0,NP
1,45,1,1,1,1.0,NP
1,46,0,0,0,1.0,NP
1,46,0,0,1,1.0,NP
1,46,0,1,0,1.0,NP
1,46,0,1,1,1.0,NP
1,46,1,0,0,1.0,NP
1,46,1,0,1,1.0,NP
1,46,1,1,0,1.0,NP
1,46,1,1,1,1.0,NP
1,47,0,0,0,1.0,NP
1,47,0,0,1,1.0,NP
1,47,0,1,0,1.0,NP
1,47,0,1,1,1.0,NP
1,47,1,0,0,1.0,NP
1,47,1,0,1,1.0,NP
1,47,1,1,0,1.0,NP
1,47,1,1,1,1.0,NP
1,48,0,0,0,1.0,NP
1,48,0,0,1,1.0,NP
1,48,0,1,0,1.0,NP
1,48,0,1,1,1.0,NP
1,48,1,0,0,1.0,NP
1,48,1,0,1,1.0,NP
1,48,1,1,0,1.0,NP
